id,degree,is_paying,bachelor_course,master_couse,specialty,SDistrict,plan_to_move_to_distant,payments_for_distant,self_efficiency
546501,В бакалавриате,На бюджетном месте,4 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Затрудняюсь ответить
546503,В бакалавриате,На месте с оплатой обучения,1 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Скорее не согласен(-на)
546506,В бакалавриате,На бюджетном месте,1 курс,NA,Экономика и менеджмент,СФО,NA,NA,Скорее согласен(-на)
546507,В бакалавриате,На бюджетном месте,2 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Абсолютно не согласен(-на)
546508,В специалитете,На месте с оплатой обучения,1 курс,NA,Здравоохранение и медицинские науки,СЗФО,NA,NA,Скорее согласен(-на)
546510,В бакалавриате,На бюджетном месте,5 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Скорее согласен(-на)
546511,В бакалавриате,На бюджетном месте,5 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Абсолютно не согласен(-на)
546513,В бакалавриате,На бюджетном месте,5 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Скорее не согласен(-на)
546515,В бакалавриате,На бюджетном месте,3 курс,NA,Экономика и менеджмент,СФО,NA,NA,Абсолютно не согласен(-на)
546516,В бакалавриате,На месте с оплатой обучения,1 курс,NA,Экономика и менеджмент,СФО,NA,NA,Затрудняюсь ответить
546517,В бакалавриате,На месте с оплатой обучения,1 курс,NA,"Социальные науки (социология, психология и т.д.)",СФО,NA,NA,Скорее согласен(-на)
546518,В бакалавриате,На бюджетном месте,3 курс,NA,Образование и педагогические науки,СФО,NA,NA,Скорее не согласен(-на)
546521,В бакалавриате,На бюджетном месте,4 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Абсолютно не согласен(-на)
546524,В бакалавриате,На месте с оплатой обучения,1 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,NA
546525,В бакалавриате,На бюджетном месте,4 курс,NA,"Социальные науки (социология, психология и т.д.)",СФО,NA,NA,Абсолютно не согласен(-на)
546526,В бакалавриате,На бюджетном месте,1 курс,NA,Образование и педагогические науки,СФО,NA,NA,Абсолютно не согласен(-на)
546527,В бакалавриате,На бюджетном месте,4 курс,NA,"Социальные науки (социология, психология и т.д.)",СФО,NA,NA,Скорее согласен(-на)
546529,В бакалавриате,На бюджетном месте,4 курс,NA,Математика,СФО,NA,NA,Абсолютно не согласен(-на)
546530,В бакалавриате,На бюджетном месте,4 курс,NA,Образование и педагогические науки,СФО,NA,NA,Скорее согласен(-на)
546532,В специалитете,На бюджетном месте,5 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Скорее согласен(-на)
546533,В бакалавриате,На бюджетном месте,1 курс,NA,Образование и педагогические науки,СФО,NA,NA,Скорее согласен(-на)
546534,В бакалавриате,На месте с оплатой обучения,2 курс,NA,Экономика и менеджмент,СФО,NA,NA,Скорее не согласен(-на)
546536,В бакалавриате,На бюджетном месте,4 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Скорее согласен(-на)
546540,В бакалавриате,На бюджетном месте,3 курс,NA,Сельское хозяйство и сельскохозяйственные науки,СЗФО,NA,NA,Скорее не согласен(-на)
546541,В бакалавриате,На месте с оплатой обучения,4 курс,NA,Затрудняюсь ответить,СФО,NA,750,Скорее согласен(-на)
546543,В бакалавриате,На бюджетном месте,1 курс,NA,Сельское хозяйство и сельскохозяйственные науки,СФО,NA,NA,Скорее согласен(-на)
546546,В бакалавриате,На бюджетном месте,2 курс,NA,Экономика и менеджмент,СФО,NA,NA,Затрудняюсь ответить
546547,В бакалавриате,На бюджетном месте,5 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,2500,Скорее согласен(-на)
546549,В бакалавриате,На бюджетном месте,2 курс,NA,Экономика и менеджмент,СФО,NA,NA,Скорее не согласен(-на)
546552,В бакалавриате,На месте с оплатой обучения,2 курс,NA,Экономика и менеджмент,СФО,NA,NA,Скорее не согласен(-на)
546554,В бакалавриате,На бюджетном месте,4 курс,NA,Экономика и менеджмент,СФО,NA,NA,Скорее не согласен(-на)
546555,В бакалавриате,На месте с оплатой обучения,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Полностью согласен(-на)
546558,В бакалавриате,На бюджетном месте,2 курс,NA,Образование и педагогические науки,СФО,NA,NA,Полностью согласен(-на)
546559,В бакалавриате,На бюджетном месте,5 курс,NA,Образование и педагогические науки,СФО,NA,NA,Абсолютно не согласен(-на)
546560,В бакалавриате,На бюджетном месте,2 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее согласен(-на)
546561,В бакалавриате,На бюджетном месте,2 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Затрудняюсь ответить
546562,В бакалавриате,На бюджетном месте,3 курс,NA,Экономика и менеджмент,СФО,NA,NA,Полностью согласен(-на)
546564,В бакалавриате,На бюджетном месте,2 курс,NA,"Естественные науки (химия, биология, физика и т.д.)",СЗФО,NA,NA,Скорее не согласен(-на)
546565,В специалитете,На месте с оплатой обучения,1 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Полностью согласен(-на)
546566,В бакалавриате,На бюджетном месте,3 курс,NA,Сельское хозяйство и сельскохозяйственные науки,СФО,NA,NA,Абсолютно не согласен(-на)
546567,В бакалавриате,На бюджетном месте,1 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Полностью согласен(-на)
546568,В бакалавриате,На бюджетном месте,1 курс,NA,Математика,СФО,NA,NA,Скорее согласен(-на)
546570,В бакалавриате,На бюджетном месте,4 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее согласен(-на)
546571,В бакалавриате,На бюджетном месте,1 курс,NA,Сельское хозяйство и сельскохозяйственные науки,СФО,NA,NA,Скорее не согласен(-на)
546572,В бакалавриате,На бюджетном месте,5 курс,NA,Затрудняюсь ответить,СФО,NA,NA,Скорее не согласен(-на)
546575,В бакалавриате,На бюджетном месте,4 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Абсолютно не согласен(-на)
546577,В бакалавриате,На бюджетном месте,2 курс,NA,Экономика и менеджмент,СФО,NA,NA,Абсолютно не согласен(-на)
546578,В бакалавриате,На бюджетном месте,2 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее согласен(-на)
546579,В бакалавриате,На бюджетном месте,3 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Абсолютно не согласен(-на)
546580,В бакалавриате,На бюджетном месте,1 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Абсолютно не согласен(-на)
546581,В бакалавриате,На бюджетном месте,1 курс,NA,Образование и педагогические науки,СФО,NA,NA,Скорее не согласен(-на)
546582,В бакалавриате,На бюджетном месте,4 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее согласен(-на)
546585,В бакалавриате,На бюджетном месте,5 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Скорее не согласен(-на)
546587,В бакалавриате,На бюджетном месте,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Скорее согласен(-на)
546588,В бакалавриате,На бюджетном месте,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Затрудняюсь ответить
546589,В бакалавриате,На бюджетном месте,3 курс,NA,Образование и педагогические науки,СФО,NA,NA,Скорее не согласен(-на)
546590,В бакалавриате,На бюджетном месте,4 курс,NA,"Социальные науки (социология, психология и т.д.)",СФО,NA,NA,Абсолютно не согласен(-на)
546592,В бакалавриате,На бюджетном месте,1 курс,NA,Экономика и менеджмент,СФО,NA,NA,Скорее согласен(-на)
546593,В бакалавриате,На месте с оплатой обучения,1 курс,NA,"Социальные науки (социология, психология и т.д.)",СФО,NA,NA,Полностью согласен(-на)
546594,В бакалавриате,На бюджетном месте,4 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Скорее не согласен(-на)
546595,В бакалавриате,На месте с оплатой обучения,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Скорее согласен(-на)
546597,В бакалавриате,На бюджетном месте,3 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Скорее не согласен(-на)
546598,В бакалавриате,На бюджетном месте,3 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Затрудняюсь ответить
546599,В бакалавриате,На бюджетном месте,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Полностью согласен(-на)
546600,В бакалавриате,На бюджетном месте,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Скорее не согласен(-на)
546601,В бакалавриате,На бюджетном месте,4 курс,NA,Математика,СФО,NA,NA,Затрудняюсь ответить
546604,В магистратуре,На бюджетном месте,NA,2 курс,Образование и педагогические науки,СФО,NA,NA,Скорее согласен(-на)
546607,В бакалавриате,На бюджетном месте,2 курс,NA,Образование и педагогические науки,СФО,NA,NA,Затрудняюсь ответить
546610,В бакалавриате,На месте с оплатой обучения,3 курс,NA,Экономика и менеджмент,СЗФО,NA,NA,Скорее согласен(-на)
546611,В бакалавриате,На бюджетном месте,2 курс,NA,Образование и педагогические науки,СФО,NA,NA,Скорее согласен(-на)
546612,В бакалавриате,На месте с оплатой обучения,1 курс,NA,"Естественные науки (химия, биология, физика и т.д.)",СФО,NA,NA,Скорее согласен(-на)
546613,В бакалавриате,На месте с оплатой обучения,2 курс,NA,Экономика и менеджмент,ЮФО,NA,NA,Абсолютно не согласен(-на)
546614,В бакалавриате,На бюджетном месте,2 курс,NA,Образование и педагогические науки,СФО,NA,NA,Затрудняюсь ответить
546615,В бакалавриате,На бюджетном месте,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Абсолютно не согласен(-на)
546616,В бакалавриате,На бюджетном месте,3 курс,NA,"Социальные науки (социология, психология и т.д.)",СФО,NA,NA,Скорее согласен(-на)
546617,В бакалавриате,На бюджетном месте,4 курс,NA,Образование и педагогические науки,СФО,NA,NA,Скорее согласен(-на)
546618,В специалитете,На бюджетном месте,3 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее не согласен(-на)
546619,В бакалавриате,На бюджетном месте,1 курс,NA,Образование и педагогические науки,СФО,NA,NA,Полностью согласен(-на)
546620,В бакалавриате,На бюджетном месте,3 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Полностью согласен(-на)
546625,В бакалавриате,На бюджетном месте,1 курс,NA,Экономика и менеджмент,СФО,NA,NA,Скорее не согласен(-на)
546626,В бакалавриате,На бюджетном месте,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Полностью согласен(-на)
546627,В бакалавриате,На бюджетном месте,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Скорее не согласен(-на)
546628,В специалитете,На бюджетном месте,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Абсолютно не согласен(-на)
546629,В бакалавриате,На бюджетном месте,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Абсолютно не согласен(-на)
546630,В бакалавриате,На бюджетном месте,3 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее не согласен(-на)
546631,В бакалавриате,На бюджетном месте,5 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Полностью согласен(-на)
546632,В бакалавриате,На бюджетном месте,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Скорее не согласен(-на)
546635,В бакалавриате,На бюджетном месте,4 курс,NA,Экономика и менеджмент,СФО,NA,NA,Скорее не согласен(-на)
546637,В бакалавриате,На бюджетном месте,4 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее не согласен(-на)
546638,В бакалавриате,На бюджетном месте,3 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее не согласен(-на)
546639,В бакалавриате,На бюджетном месте,4 курс,NA,"Социальные науки (социология, психология и т.д.)",СФО,NA,NA,Скорее согласен(-на)
546640,В специалитете,На месте с оплатой обучения,1 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Затрудняюсь ответить
546641,В бакалавриате,На бюджетном месте,3 курс,NA,"Естественные науки (химия, биология, физика и т.д.)",ЦФО,NA,NA,Полностью согласен(-на)
546642,В бакалавриате,На бюджетном месте,2 курс,NA,Образование и педагогические науки,СФО,NA,NA,Полностью согласен(-на)
546643,В специалитете,На бюджетном месте,2 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Полностью согласен(-на)
546644,В бакалавриате,На бюджетном месте,4 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,Да,NA,NA
546645,В бакалавриате,На бюджетном месте,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Полностью согласен(-на)
546646,В специалитете,На бюджетном месте,2 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Абсолютно не согласен(-на)
546648,В бакалавриате,На месте с оплатой обучения,1 курс,NA,"Оборона и безопасность государства, военные науки",СФО,NA,NA,Скорее не согласен(-на)
546650,В магистратуре,На бюджетном месте,NA,2 курс,"Социальные науки (социология, психология и т.д.)",СЗФО,NA,NA,Абсолютно не согласен(-на)
546654,В бакалавриате,На бюджетном месте,5 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,0,Затрудняюсь ответить
546655,В бакалавриате,На бюджетном месте,4 курс,NA,Математика,СФО,NA,NA,Скорее согласен(-на)
546657,В бакалавриате,На бюджетном месте,3 курс,NA,"Естественные науки (химия, биология, физика и т.д.)",СФО,NA,NA,Скорее не согласен(-на)
546658,В бакалавриате,На бюджетном месте,4 курс,NA,Образование и педагогические науки,СФО,NA,NA,Скорее согласен(-на)
546659,В бакалавриате,На бюджетном месте,5 курс,NA,Образование и педагогические науки,СФО,NA,NA,Скорее согласен(-на)
546661,В бакалавриате,На бюджетном месте,3 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,0,Скорее не согласен(-на)
546663,В бакалавриате,На бюджетном месте,1 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Скорее не согласен(-на)
546664,В специалитете,На бюджетном месте,5 курс,NA,Экономика и менеджмент,СФО,NA,NA,Затрудняюсь ответить
546665,В бакалавриате,На месте с оплатой обучения,3 курс,NA,Экономика и менеджмент,СЗФО,NA,NA,NA
546666,В бакалавриате,На бюджетном месте,1 курс,NA,Экономика и менеджмент,СФО,NA,NA,Скорее согласен(-на)
546669,В бакалавриате,На бюджетном месте,2 курс,NA,"Естественные науки (химия, биология, физика и т.д.)",СФО,NA,NA,Полностью согласен(-на)
546670,В специалитете,На бюджетном месте,1 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Полностью согласен(-на)
546673,В бакалавриате,На бюджетном месте,5 курс,NA,Образование и педагогические науки,СФО,NA,NA,Затрудняюсь ответить
546674,В бакалавриате,На месте с оплатой обучения,4 курс,NA,"Социальные науки (социология, психология и т.д.)",СФО,NA,NA,Скорее не согласен(-на)
546675,В бакалавриате,На месте с оплатой обучения,1 курс,NA,"Социальные науки (социология, психология и т.д.)",СФО,NA,NA,Затрудняюсь ответить
546677,В специалитете,На бюджетном месте,2 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее согласен(-на)
546679,В бакалавриате,На бюджетном месте,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Скорее не согласен(-на)
546682,В специалитете,На бюджетном месте,4 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее не согласен(-на)
546683,В бакалавриате,На бюджетном месте,4 курс,NA,Математика,СФО,NA,NA,Скорее согласен(-на)
546686,В бакалавриате,На бюджетном месте,1 курс,NA,Образование и педагогические науки,СФО,NA,NA,Затрудняюсь ответить
546687,В специалитете,На бюджетном месте,2 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее согласен(-на)
546688,В бакалавриате,На месте с оплатой обучения,2 курс,NA,"Социальные науки (социология, психология и т.д.)",СФО,NA,NA,Скорее согласен(-на)
546689,В специалитете,На месте с оплатой обучения,3 курс,NA,Здравоохранение и медицинские науки,СЗФО,NA,NA,Скорее согласен(-на)
546690,В бакалавриате,На бюджетном месте,2 курс,NA,Образование и педагогические науки,СФО,NA,NA,Затрудняюсь ответить
546692,В бакалавриате,На месте с оплатой обучения,2 курс,NA,Образование и педагогические науки,СФО,NA,NA,Скорее не согласен(-на)
546697,В бакалавриате,На бюджетном месте,2 курс,NA,Образование и педагогические науки,СФО,NA,NA,Скорее согласен(-на)
546699,В бакалавриате,На бюджетном месте,3 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Скорее не согласен(-на)
546700,В бакалавриате,На бюджетном месте,2 курс,NA,"Естественные науки (химия, биология, физика и т.д.)",СФО,NA,NA,Полностью согласен(-на)
546701,В бакалавриате,На бюджетном месте,2 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Затрудняюсь ответить
546702,В бакалавриате,На бюджетном месте,3 курс,NA,"Инженерное дело, технологии, технические науки",СЗФО,NA,NA,Скорее не согласен(-на)
546704,В бакалавриате,На месте с оплатой обучения,1 курс,NA,"Оборона и безопасность государства, военные науки",СФО,NA,NA,Скорее согласен(-на)
546706,В магистратуре,На бюджетном месте,NA,1 курс,Образование и педагогические науки,СКФО,NA,NA,Полностью согласен(-на)
546707,В бакалавриате,На бюджетном месте,4 курс,NA,"Социальные науки (социология, психология и т.д.)",СФО,NA,NA,Скорее согласен(-на)
546708,В бакалавриате,На бюджетном месте,2 курс,NA,Образование и педагогические науки,СФО,NA,NA,Абсолютно не согласен(-на)
546709,В бакалавриате,На месте с оплатой обучения,1 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Скорее согласен(-на)
546713,В бакалавриате,На бюджетном месте,4 курс,NA,Сельское хозяйство и сельскохозяйственные науки,СФО,NA,NA,NA
546716,В бакалавриате,На месте с оплатой обучения,2 курс,NA,"Социальные науки (социология, психология и т.д.)",СФО,NA,NA,Скорее не согласен(-на)
546717,В специалитете,На бюджетном месте,1 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее согласен(-на)
546718,В бакалавриате,На бюджетном месте,3 курс,NA,"Естественные науки (химия, биология, физика и т.д.)",СЗФО,NA,NA,Абсолютно не согласен(-на)
546719,В бакалавриате,На бюджетном месте,1 курс,NA,Математика,СФО,NA,NA,Скорее согласен(-на)
546720,В бакалавриате,На бюджетном месте,4 курс,NA,Образование и педагогические науки,СФО,NA,NA,Полностью согласен(-на)
546722,В бакалавриате,На бюджетном месте,3 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Абсолютно не согласен(-на)
546725,В бакалавриате,На бюджетном месте,5 курс,NA,Образование и педагогические науки,СФО,NA,NA,Затрудняюсь ответить
546726,В бакалавриате,На бюджетном месте,4 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Затрудняюсь ответить
546727,В бакалавриате,На бюджетном месте,2 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее не согласен(-на)
546729,В специалитете,На бюджетном месте,2 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Абсолютно не согласен(-на)
546731,В бакалавриате,На бюджетном месте,4 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Абсолютно не согласен(-на)
546732,В бакалавриате,На бюджетном месте,4 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее согласен(-на)
546733,В бакалавриате,На бюджетном месте,4 курс,NA,Образование и педагогические науки,СФО,NA,NA,Скорее согласен(-на)
546734,В бакалавриате,На бюджетном месте,2 курс,NA,"Естественные науки (химия, биология, физика и т.д.)",СФО,NA,NA,Скорее согласен(-на)
546735,В бакалавриате,На бюджетном месте,3 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Затрудняюсь ответить
546736,В бакалавриате,На бюджетном месте,4 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Затрудняюсь ответить
546738,В бакалавриате,На бюджетном месте,4 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Скорее согласен(-на)
546740,В бакалавриате,На бюджетном месте,4 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Абсолютно не согласен(-на)
546741,В специалитете,На бюджетном месте,3 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Затрудняюсь ответить
546742,В бакалавриате,На бюджетном месте,3 курс,NA,Образование и педагогические науки,СФО,NA,NA,Полностью согласен(-на)
546743,В бакалавриате,На бюджетном месте,2 курс,NA,Образование и педагогические науки,СФО,NA,NA,Скорее согласен(-на)
546744,В бакалавриате,На бюджетном месте,4 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Абсолютно не согласен(-на)
546745,В бакалавриате,На бюджетном месте,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Абсолютно не согласен(-на)
546747,В бакалавриате,На месте с оплатой обучения,1 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Скорее согласен(-на)
546748,В бакалавриате,На бюджетном месте,4 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее согласен(-на)
546749,В бакалавриате,На бюджетном месте,5 курс,NA,Образование и педагогические науки,СФО,NA,NA,Затрудняюсь ответить
546750,В специалитете,На бюджетном месте,5 курс,NA,"Социальные науки (социология, психология и т.д.)",СФО,NA,NA,Полностью согласен(-на)
546751,В бакалавриате,На бюджетном месте,4 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Скорее согласен(-на)
546753,В бакалавриате,На бюджетном месте,4 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее не согласен(-на)
546754,В бакалавриате,На месте с оплатой обучения,2 курс,NA,"Социальные науки (социология, психология и т.д.)",СФО,NA,NA,Скорее не согласен(-на)
546755,В бакалавриате,На месте с оплатой обучения,1 курс,NA,"Социальные науки (социология, психология и т.д.)",СФО,NA,NA,Скорее не согласен(-на)
546756,В бакалавриате,На месте с оплатой обучения,3 курс,NA,"Социальные науки (социология, психология и т.д.)",УФО,NA,NA,Скорее согласен(-на)
546757,В бакалавриате,На месте с оплатой обучения,4 курс,NA,Образование и педагогические науки,УФО,NA,NA,Затрудняюсь ответить
546760,В бакалавриате,На бюджетном месте,2 курс,NA,Математика,СФО,NA,NA,Скорее согласен(-на)
546761,В бакалавриате,На бюджетном месте,4 курс,NA,Образование и педагогические науки,СФО,NA,NA,Полностью согласен(-на)
546762,В специалитете,На бюджетном месте,3 курс,NA,Здравоохранение и медицинские науки,СЗФО,NA,NA,Скорее не согласен(-на)
546764,В специалитете,На бюджетном месте,3 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Абсолютно не согласен(-на)
546765,В бакалавриате,На бюджетном месте,3 курс,NA,Образование и педагогические науки,СФО,NA,NA,NA
546767,В бакалавриате,На бюджетном месте,3 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее согласен(-на)
546768,В бакалавриате,На бюджетном месте,5 курс,NA,"Естественные науки (химия, биология, физика и т.д.)",СФО,NA,NA,Абсолютно не согласен(-на)
546770,В бакалавриате,На бюджетном месте,4 курс,NA,"Естественные науки (химия, биология, физика и т.д.)",СФО,NA,NA,Скорее не согласен(-на)
546771,В бакалавриате,На бюджетном месте,3 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Полностью согласен(-на)
546773,В бакалавриате,На бюджетном месте,4 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Абсолютно не согласен(-на)
546774,В специалитете,На бюджетном месте,2 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее согласен(-на)
546777,В бакалавриате,На бюджетном месте,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Скорее не согласен(-на)
546778,В бакалавриате,На бюджетном месте,2 курс,NA,"Естественные науки (химия, биология, физика и т.д.)",СФО,NA,NA,Скорее согласен(-на)
546781,В бакалавриате,На бюджетном месте,5 курс,NA,Образование и педагогические науки,СФО,NA,NA,Скорее согласен(-на)
546782,В бакалавриате,На месте с оплатой обучения,2 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Скорее не согласен(-на)
546783,В специалитете,На бюджетном месте,2 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Абсолютно не согласен(-на)
546784,В бакалавриате,На бюджетном месте,4 курс,NA,Экономика и менеджмент,СФО,NA,NA,Затрудняюсь ответить
546785,В бакалавриате,На бюджетном месте,1 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Абсолютно не согласен(-на)
546787,В специалитете,На бюджетном месте,2 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Абсолютно не согласен(-на)
546792,В бакалавриате,На бюджетном месте,2 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее не согласен(-на)
546794,В бакалавриате,На бюджетном месте,3 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,NA
546795,В бакалавриате,На бюджетном месте,3 курс,NA,Компьютерные науки,СФО,NA,NA,Скорее не согласен(-на)
546796,В бакалавриате,На бюджетном месте,5 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СФО,NA,NA,Абсолютно не согласен(-на)
546797,В бакалавриате,На бюджетном месте,3 курс,NA,Компьютерные науки,СФО,NA,NA,Скорее не согласен(-на)
546798,В бакалавриате,На бюджетном месте,4 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее не согласен(-на)
546799,В бакалавриате,На бюджетном месте,2 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Полностью согласен(-на)
546800,В бакалавриате,На бюджетном месте,1 курс,NA,Экономика и менеджмент,СФО,NA,NA,Затрудняюсь ответить
546801,В бакалавриате,На бюджетном месте,2 курс,NA,"Социальные науки (социология, психология и т.д.)",СФО,NA,NA,Абсолютно не согласен(-на)
546802,В бакалавриате,На бюджетном месте,4 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее согласен(-на)
546803,В бакалавриате,На бюджетном месте,1 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее не согласен(-на)
546804,В бакалавриате,На бюджетном месте,2 курс,NA,Образование и педагогические науки,СФО,NA,NA,Затрудняюсь ответить
546806,В бакалавриате,На бюджетном месте,4 курс,NA,Образование и педагогические науки,СФО,NA,NA,Скорее согласен(-на)
546807,В бакалавриате,На бюджетном месте,4 курс,NA,Образование и педагогические науки,СФО,NA,NA,Полностью согласен(-на)
546809,В бакалавриате,На бюджетном месте,1 курс,NA,Математика,СФО,NA,NA,Полностью согласен(-на)
546811,В бакалавриате,На бюджетном месте,4 курс,NA,Образование и педагогические науки,СФО,NA,NA,Полностью согласен(-на)
546812,В специалитете,На бюджетном месте,3 курс,NA,Образование и педагогические науки,СФО,NA,NA,Скорее не согласен(-на)
